"","line","section_name","section_artist","song_name","artist_name","song_id"
"2366","Buh, buh, buh, damn (Down, shake it down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2367","(Shake it down-down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2368","(Shake it-shake it down-down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2369","(Shake it down-down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2370","(Shake it-shake it down-down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2371","(Shake it down-down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2372","(Shake it-shake it down-down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2373","(Shake it down-down)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2374","(Shake it-shake it-shake it)","Outro","Lil Uzi Vert","Just Wanna Rock","Lil Uzi Vert","8385416"
"2375","Summer went away, still, the yearning stays","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2376","I play it cool with the best of them","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2377","I wait patiently, he's gonna notice me","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2378","It's okay, we're the best of friends","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2379","Anyway","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2380","I hear it in your voice, you're smoking with your boys","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2381","I touch my phone as if it's your face","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2382","I didn't choose this town, I dream of getting out","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2383","There's just one who could make me stay","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2384","All my days","Verse 1","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2385","From sprinkler splashes to fireplace ashes","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2386","I waited ages to see you there","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2387","I search the party of better bodies","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2388","Just to learn that you never cared","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2389","You're on your own, kid","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2390","You always have been","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2391","I see the great escape, so long, Daisy May","Verse 2","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2392","I picked the petals, he loves me not","Verse 2","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2393","Something different bloomed, writing in my room","Verse 2","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2394","I play my songs in the parking lot","Verse 2","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2395","I'll run away","Verse 2","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2396","From sprinkler splashes to fireplace ashes","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2397","I called a taxi to take me there","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2398","I search the party of better bodies","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2399","Just to learn that my dreams aren't rare","Pre-Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2400","You're on your own, kid","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2401","You always have been","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2402","From sprinkler splashes to fireplace ashes","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2403","I gave my blood, sweat, and tears for this","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2404","I hosted parties and starved my body","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2405","Like I'd be saved by a perfect kiss","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2406","The jokes weren't funny, I took the money","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2407","My friends from home don't know what to say","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2408","I looked around in a blood-soaked gown","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2409","And I saw something they can't take away","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2410","'Cause there were pages turned with the bridges burned","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2411","Everything you lose is a step you take","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2412","So, make the friendship bracelets, take the moment and taste it","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2413","You've got no reason to be afraid","Bridge","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2414","You're on your own, kid","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2415","Yeah, you can face this","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2416","You're on your own, kid","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2417","You always have been","Chorus","Taylor Swift","You’re On Your Own, Kid","Taylor Swift","8485908"
"2418","Jingle bell, jingle bell, jingle bell rock","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2419","Jingle bells swing and jingle bells ring","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2420","Snowin' and blowin' up bushels of fun","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2421","Now, the jingle hop has begun","Verse 1","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2422","Jingle bell, jingle bell, jingle bell rock","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2423","Jingle bells chime in jingle bell time","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2424","Dancin' and prancin' in Jingle Bell Square","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2425","In the frosty air","Verse 2","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2426","What a bright time, it's the right time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2427","To rock the night away","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2428","Jingle bell time is a swell time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2429","To go glidin' in a one-horse sleigh","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2430","Giddyap jingle horse, pick up your feet","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2431","Jingle around the clock","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2432","Mix and a-mingle in the jinglin' feet","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2433","That's the jingle bell rock","Verse 3","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2434","Jingle bell, jingle bell, jingle bell rock","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2435","Jingle bells chime in jingle bell time","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2436","Dancin' and prancin' in Jingle Bell Square","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2437","In the frosty air","Verse 4","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2438","What a bright time, it's the right time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2439","To rock the night away","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2440","Jingle bell time is a swell time","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2441","To go glidin' in a one-horse sleigh","Bridge","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2442","Giddyap jingle horse, pick up your feet","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2443","Jingle around the clock","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2444","Mix and a-mingle in the jinglin' feet","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2445","That's the jingle bell","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2446","That's the jingle bell","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2447","That's the jingle bell rock","Outro","Bobby Helms","Jingle Bell Rock","Bobby Helms","623112"
"2448","I got turned around in some little town","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2449","I'd never been to before","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2450","Workin' my way through a middle of June","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2451","Midnight thunderstorm","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2452","There was somethin' in the headlights","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2453","That stopped me on a dime","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2454","Well, she was scared to death","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2455","So I said, ""Climb in,"" and in she climbed","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2456","Oh, yeah","Verse 1","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2457","Well, she was bruised and broke from head to toe","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2458","With a tear in her blood-stained shirt","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2459","She didn't tell the whole truth, but she didn't have to","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2460","I knew what had happenеd to her","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2461","I didn't load her down with questions","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2462","That girl had been through еnough","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2463","I just threw it in drive, looked in those eyes","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2464","And asked her where he was","Verse 2","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2465","I don't know if he's an angel","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2466","'Cause angels don't do what he did","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2467","He was hellbent to find the man behind","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2468","All the whiskey scars I hid","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2469","I never thought my day of justice","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2470","Would come from a judge under his seat","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2471","But I knew right then I'd never get hit again when he said to me","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2472","""Wait in the truck","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2473","Just wait in the truck""","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2474","Well, I knocked and knocked and no one came","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2475","So I kicked in his double-wide door","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2476","I let the hammer drop before he got","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2477","To that 12 he was reachin' for","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2478","I didn't try to hide my pistol","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2479","I didn't even try to run","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2480","I just sat on the porch, smokin' one of his cigarettes","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2481","And waited for the cops to come","Verse 3","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2482","I don't know if he's an angel","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2483","'Cause angels don't do what he did","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2484","He was hellbent to find the man behind","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2485","All the whiskey scars I hid","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2486","I never thought my day of justice","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2487","Would come from a judge under his seat","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2488","But I knew right then I'd never get hit again when he said to me","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2489","""Wait in the truck","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2490","Just wait in the truck""","Chorus","Lainey Wilson, HARDY & Lainey Wilson","wait in the truck","HARDY & Lainey Wilson","8328601"
"2491","Whoa (Oh)","Post-Chorus","HARDY, Lainey Wilson, Both","wait in the truck","HARDY & Lainey Wilson","8328601"
"2492","Have mercy on me, Lord","Post-Chorus","HARDY, Lainey Wilson, Both","wait in the truck","HARDY & Lainey Wilson","8328601"
"2493","Have mercy on me","Post-Chorus","HARDY, Lainey Wilson, Both","wait in the truck","HARDY & Lainey Wilson","8328601"
"2494","Have mercy on me, Lord (Oh)","Post-Chorus","HARDY, Lainey Wilson, Both","wait in the truck","HARDY & Lainey Wilson","8328601"
"2495","It's been sixty months and she still comes","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2496","To see me from time to time","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2497","It was worth the price to see a brighter side","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2498","Of the girl I picked up that night","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2499","And I might be here forever","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2500","It ain't paradise, that's true","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2501","But it's a whole hell of a lot better","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2502","Than the place I sent him to","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2503","Yeah","Bridge","HARDY","wait in the truck","HARDY & Lainey Wilson","8328601"
"2504","(Have mercy, have mercy, have mercy on me)","Outro","HARDY & Lainey Wilson, Choir","wait in the truck","HARDY & Lainey Wilson","8328601"
